"date","Celebrities & Entertainment News","Entertainment Industry","Live Sporting Events","Ticket Sales","Web Portals","CAD & CAM","Automotive Industry","Bicycles & Accessories","Boats & Watercraft","Campers & RVs","Classic Vehicles","Commercial Vehicles","Custom & Performance Vehicles","Hybrid & Alternative Vehicles","Microcars & City Cars","Motorcycles","Off-Road Vehicles","Personal Aircraft","Scooters & Mopeds","Trucks & SUVs","Vehicle Brands","Vehicle Codes & Driving Laws","Vehicle Licensing & Registration","Vehicle Maintenance","Vehicle Parts & Accessories","Vehicle Shopping","Vehicle Shows","Beauty Pageants","Body Art","Cosmetic Procedures","Cosmetology & Beauty Professionals","Face & Body Care","Fashion & Style","Fitness","Hair Care","Spas & Beauty Services","Weight Loss","Advertising & Marketing","Aerospace & Defense","Agriculture & Forestry","Business Education","Business Finance","Business News","Business Operations","Business Services","Photo & Video Services","Chemicals Industry","Construction & Maintenance","HVAC & Climate Control","Energy & Utilities","Enterprise Technology","Hospitality Industry","Grocery & Food Retailers","Industrial Materials & Equipment","Manufacturing","Metals & Mining","Pharmaceuticals & Biotech","Printing & Publishing","Journalism & News Industry","Professional & Trade Associations","Retail Trade","Small Business","Textiles & Nonwovens","Transportation & Logistics","Computer Hardware","Computer Security","Consumer Electronics","Electronics & Electrical","Networking","Programming","Software","Web Apps & Online Tools","Technical Support","Technology News","Accounting & Auditing","Banking","Credit & Lending","Currencies & Foreign Exchange","Financial Planning","Grants & Financial Assistance","Insurance","Investing","Retirement & Pension","Alcoholic Beverages","Candy & Sweets","Cooking & Recipes","Culinary Training","Non-Alcoholic Beverages","Restaurants","Aging & Geriatrics","Alternative & Natural Medicine","Health Conditions","Health Education & Medical Training","Health Foundations & Medical Research","Health News","Medical Devices & Equipment","Medical Facilities & Services","Medical Literature & Resources","Men's Health","Mental Health","Nursing","Nutrition","Oral & Dental Care","Pediatrics","Pharmacy","Public Health","Reproductive Health","Substance Abuse","Vision Care","Women's Health","Antiques & Collectibles","Gifts & Special Event Items","Water Sports","Bed & Bath","Domestic Services","Gardening & Landscaping","Home Appliances","Home Furnishings","Home Improvement","Home Storage & Shelving","Homemaking & Interior Decor","Kitchen & Dining","Laundry","Nursery & Playroom","Pest Control","Swimming Pools & Spas","Yard & Patio","Communications Equipment","Email & Messaging","Mobile & Wireless","Search Engines","Service Providers","Teleconferencing","Web Services","Education","Jobs","Government","Legal","Military","Public Safety","Social Services","Broadcast & Network News","Gossip & Tabloid News","Local News","Newspapers","Politics","Sports News","Weather","World News","Apartments & Residential Rentals","Commercial & Investment Real Estate","Property Development","Property Inspections & Appraisals","Property Management","Real Estate Agencies","Real Estate Listings","Timeshares & Vacation Properties","Apparel","Auctions","Classifieds","Consumer Resources","Entertainment Media","Luxury Goods","Mass Merchants & Department Stores","Shopping Portals & Search Engines","Sporting Goods","Swap Meets & Outdoor Markets","Tobacco Products","Toys","Wholesalers & Liquidators","College Sports","Combat Sports","Extreme Sports","Fantasy Sports","Individual Sports","Motor Sports","Sports Coaching & Training","Team Sports","Winter Sports","World Sports Competitions","Air Travel","Bus & Rail","Car Rental & Taxi Services","Carpooling & Ridesharing","Cruises & Charters","Hotels & Accommodations","Luggage & Travel Accessories","Specialty Travel","Tourist Destinations","Travel Agencies & Services","Travel Guides & Travelogues"
2006-04-01,64,62,50,63,27,62,60,74,51,60,69,77,75,48,64,86,73,66,81,91,89,72,89,94,91,83,17,62,73,64,74,74,78,74,64,58,67,68,38,80,56,61,62,62,64,62,74,79,64,73,58,76,64,85,65,70,49,70,63,62,75,60,72,81,59,49,66,62,59,64,59,70,0,26,60,75,80,63,75,61,57,70,60,41,74,44,71,72,68,71,61,42,62,62,55,76,77,58,66,73,70,74,57,89,54,63,79,59,76,66,62,61,53,67,79,62,66,64,85,44,56,66,70,41,44,60,62,59,77,79,54,74,47,78,67,60,65,66,76,80,59,36,58,78,78,14,50,31,34,71,73,74,68,76,78,75,57,89,80,22,70,69,59,66,70,80,41,57,49,56,89,88,60,39,66,75,63,48,19,7,69,79,69,80,56,67,74,62,73,52,50
2006-05-01,62,83,57,60,26,62,60,78,59,62,72,76,75,51,65,89,79,71,90,89,83,78,91,87,89,77,15,64,71,67,78,79,73,74,64,53,73,72,38,86,68,68,66,71,66,68,80,83,65,75,64,87,71,87,66,84,52,75,71,69,79,63,69,83,54,47,65,66,60,67,57,73,0,31,66,76,83,68,79,64,56,75,57,45,67,47,68,78,69,74,68,47,62,66,62,82,83,63,66,81,70,77,59,81,56,66,82,61,85,67,59,64,65,69,83,63,67,62,86,53,53,64,65,46,56,56,63,63,79,78,61,76,48,73,69,64,72,69,74,80,67,37,54,81,83,15,54,40,36,77,75,76,70,76,82,82,66,91,77,27,77,66,61,65,67,84,35,63,44,56,85,80,71,42,73,90,77,59,17,12,75,83,72,82,52,73,77,65,77,57,61
2006-06-01,72,63,55,59,27,61,54,72,61,60,71,72,66,41,64,79,73,74,80,85,73,70,88,84,72,72,13,61,74,67,75,76,76,75,63,50,69,70,36,76,58,61,56,63,65,70,77,79,65,73,59,84,67,83,70,74,50,74,68,66,83,57,65,82,51,51,64,62,58,64,56,75,0,24,49,81,80,66,73,67,55,64,52,42,65,47,67,81,66,72,61,43,70,62,64,68,82,63,61,71,74,73,56,79,55,65,83,57,80,65,55,55,74,61,81,52,65,57,80,43,53,62,73,47,65,63,52,71,85,80,61,76,45,74,68,63,65,67,75,80,63,45,60,89,85,14,74,40,37,78,73,64,68,75,79,78,71,87,81,31,68,63,56,69,62,82,31,60,43,55,78,76,64,45,69,67,69,100,17,68,74,88,71,81,48,74,77,65,75,59,56
2006-07-01,75,66,47,75,33,63,61,83,82,72,71,100,76,52,64,89,78,80,100,94,84,76,95,92,82,85,15,82,85,66,75,84,77,75,65,56,78,66,42,73,60,63,56,69,69,74,80,93,100,76,62,90,72,92,66,71,53,77,71,69,79,61,66,93,54,50,66,63,61,66,60,77,0,31,54,84,89,71,81,76,62,67,56,46,59,48,72,89,74,74,60,44,70,70,60,79,83,62,68,71,78,72,66,85,63,66,87,56,85,71,54,56,76,77,84,54,83,63,96,50,53,66,66,66,82,80,59,64,91,84,68,82,50,78,69,66,67,70,84,86,68,50,64,81,98,14,73,50,36,95,78,79,70,87,90,92,94,88,80,27,77,66,61,75,64,96,34,64,48,57,88,80,70,43,81,71,77,64,19,25,86,96,88,96,68,90,96,81,90,80,79
2006-08-01,69,69,54,68,34,60,64,76,69,80,77,80,74,59,67,74,78,79,89,98,89,75,96,88,85,90,20,65,72,65,76,87,75,75,70,60,74,65,37,84,63,68,56,68,74,81,80,90,86,85,62,89,71,91,68,77,53,87,71,74,88,61,72,92,63,55,74,63,65,66,64,88,0,30,56,86,96,73,84,80,68,68,62,45,67,51,85,85,77,72,70,42,70,68,57,76,90,62,65,77,78,76,64,77,69,66,85,58,77,67,63,56,70,88,83,47,81,82,98,58,73,76,77,76,58,58,47,66,92,90,68,95,54,79,67,66,69,72,80,80,68,47,57,95,88,15,55,46,32,100,84,79,75,89,100,100,86,97,88,27,82,81,64,77,74,84,37,69,57,68,84,79,72,62,69,73,73,53,22,6,84,95,84,94,63,93,100,78,90,71,72
2006-09-01,69,65,47,65,32,56,58,64,55,60,71,77,68,41,64,71,69,72,84,91,80,67,86,82,79,82,25,64,69,61,82,80,71,72,63,54,65,68,39,82,56,59,55,65,73,73,74,81,71,78,62,81,67,78,63,74,52,77,72,70,71,56,65,89,61,51,68,61,63,64,60,80,56,31,51,83,85,69,79,76,62,61,60,43,65,50,83,83,73,73,63,42,69,60,62,75,82,65,64,81,73,70,61,80,58,73,78,54,74,68,62,53,57,79,79,41,70,68,88,58,56,69,66,52,55,51,37,57,88,80,71,93,51,78,72,63,65,68,75,81,65,45,59,86,85,18,57,31,40,93,77,73,66,77,88,89,61,87,82,24,75,72,58,72,65,70,33,62,54,58,81,84,71,48,67,69,70,49,25,5,77,89,68,89,48,75,83,65,73,52,53
2006-10-01,65,63,51,69,35,61,58,55,47,51,58,78,72,41,66,66,74,73,77,89,83,73,87,89,100,75,19,68,68,64,79,79,73,75,66,49,63,70,39,77,62,65,58,65,72,73,74,83,83,75,60,86,70,80,62,72,48,73,67,66,72,56,69,83,62,54,72,62,65,62,64,90,0,29,54,84,84,62,82,66,70,69,65,44,69,52,83,86,71,76,67,39,65,64,66,78,81,72,64,80,76,70,61,73,57,65,78,55,75,67,59,55,49,85,83,44,83,78,88,46,64,77,57,73,57,55,33,58,91,81,74,93,48,82,70,63,64,66,73,77,65,41,53,84,82,14,52,24,30,85,74,71,62,79,87,85,51,90,90,24,77,75,67,81,70,61,40,64,68,62,91,89,61,45,57,74,68,46,32,4,66,85,59,84,44,66,78,58,69,49,48
2006-11-01,77,67,48,84,39,68,62,44,42,46,57,71,67,40,66,55,68,65,56,89,80,69,79,99,98,76,23,62,68,70,77,83,79,76,64,52,63,73,36,80,56,71,63,71,70,78,76,85,82,76,65,97,83,84,73,78,51,80,71,70,79,58,72,83,67,50,76,70,73,71,68,96,0,31,53,90,84,62,79,58,85,75,88,45,77,55,88,100,77,82,68,43,63,68,66,82,83,73,65,89,72,71,62,75,63,64,80,61,78,68,68,59,49,85,77,33,91,81,84,58,71,86,71,65,43,51,28,53,92,86,77,94,52,80,72,63,68,76,73,83,70,43,65,81,82,16,55,20,27,76,79,66,68,85,83,81,46,100,96,25,85,85,74,96,79,57,61,67,95,64,80,100,58,52,49,39,62,49,47,4,64,86,55,75,44,66,83,58,62,47,40
2006-12-01,79,56,44,92,36,55,48,39,39,43,53,74,68,37,50,53,60,61,54,75,69,71,71,73,78,67,24,74,73,59,72,89,77,67,63,54,59,60,36,72,48,57,54,59,66,100,61,69,63,66,55,92,82,70,59,62,42,70,65,54,76,54,65,78,66,59,88,57,66,62,70,92,0,29,52,87,73,65,73,49,63,69,82,54,78,66,92,96,79,66,54,40,50,55,52,67,73,58,57,73,67,56,59,73,54,53,84,56,68,62,67,88,39,76,72,31,89,78,73,48,66,86,72,51,43,57,24,60,96,93,77,95,50,84,59,50,60,61,67,76,56,40,75,73,77,13,53,24,31,70,58,60,62,72,71,71,47,98,100,20,84,91,78,100,79,54,74,67,100,55,73,87,59,45,45,36,59,43,55,4,60,94,54,84,42,56,96,58,63,45,36
2007-01-01,90,75,44,65,41,68,57,46,50,51,64,74,73,46,59,60,82,65,61,98,82,66,91,85,77,80,22,72,81,72,89,83,76,83,66,65,80,70,39,83,64,73,67,78,75,69,74,85,77,83,62,95,77,85,64,72,54,82,75,72,73,61,71,85,67,54,81,68,71,67,66,96,0,39,78,89,90,71,94,64,77,80,67,44,64,53,100,90,76,78,72,46,66,69,68,76,90,69,73,89,81,83,67,82,66,71,88,64,90,75,67,52,51,91,78,34,83,88,87,58,65,81,64,73,44,57,29,56,100,87,82,100,55,100,77,76,74,73,77,88,76,49,67,89,89,17,50,44,32,86,81,72,75,91,94,93,74,97,97,24,82,79,70,85,75,56,27,64,65,62,88,87,65,40,52,43,73,47,62,4,76,91,64,65,54,79,77,75,77,63,55
2007-02-01,82,84,46,64,41,69,59,52,46,60,62,70,69,53,64,67,70,65,67,97,82,66,85,82,76,80,19,73,71,68,87,86,73,78,66,60,79,69,39,83,68,70,67,72,72,65,79,85,67,75,64,88,73,82,70,76,52,75,71,71,77,58,70,83,61,56,71,63,68,65,70,99,0,35,75,91,88,72,79,60,68,79,65,42,65,51,94,84,75,77,71,45,62,70,68,79,91,69,70,85,83,82,67,83,65,71,83,60,75,68,64,70,49,89,79,41,79,82,88,59,63,71,69,57,42,56,33,53,96,85,82,91,50,98,72,71,69,72,76,86,74,46,67,83,89,15,49,26,33,87,82,72,77,85,92,88,63,93,98,25,74,74,63,78,74,60,26,59,60,60,85,83,54,45,50,43,63,51,49,4,67,82,64,68,49,77,82,66,73,52,52
2007-03-01,71,72,49,65,43,63,55,73,48,55,60,79,74,52,60,84,75,65,93,89,84,66,92,90,86,81,25,60,84,61,86,84,72,77,66,63,78,68,35,88,60,63,66,69,72,64,75,86,64,75,62,91,75,86,67,73,49,74,69,64,80,50,67,88,55,49,67,63,64,65,61,88,0,27,65,90,84,66,83,60,61,74,60,43,69,50,83,83,74,75,69,43,59,66,66,73,91,65,62,80,78,80,63,83,64,69,77,60,75,71,58,54,56,78,79,62,71,78,89,60,58,72,52,55,43,54,53,48,98,83,81,86,44,94,72,63,67,70,73,81,71,41,64,82,84,14,50,29,29,84,77,71,72,82,87,85,60,94,100,26,78,68,54,79,72,81,28,56,61,60,90,100,61,45,59,59,65,48,33,4,69,83,75,75,49,65,78,65,74,50,53
2007-04-01,64,57,43,49,37,54,51,82,53,55,64,71,67,44,58,92,77,67,95,79,78,57,88,89,90,77,16,57,81,65,71,76,67,69,58,53,73,62,46,80,50,58,56,61,61,58,68,75,54,66,54,85,73,80,58,67,46,64,60,58,69,48,62,75,51,49,61,55,56,61,54,82,0,23,56,82,78,62,76,53,55,66,51,40,62,45,70,71,69,68,64,40,52,54,57,66,74,58,59,74,67,71,54,69,53,54,72,55,70,59,51,53,61,70,74,71,64,57,81,50,50,60,54,45,56,48,70,44,85,73,74,75,39,84,65,55,60,60,69,79,59,45,52,74,78,14,53,30,28,76,70,60,61,75,80,83,56,90,90,23,68,61,51,77,66,88,33,49,53,51,85,87,66,45,70,64,66,47,19,4,63,86,69,77,48,66,73,55,73,44,55
2007-05-01,68,68,41,58,39,59,53,81,62,65,69,71,65,50,61,85,83,70,92,82,77,59,86,82,83,75,14,70,91,66,73,82,78,72,64,51,67,65,33,82,58,65,62,64,65,66,74,75,55,70,58,83,69,81,67,70,45,71,64,61,71,53,67,78,50,45,64,57,56,60,56,92,0,26,63,83,85,64,77,54,53,71,55,44,67,48,72,75,74,73,65,42,55,60,61,71,77,64,63,76,75,73,59,73,54,62,79,57,73,68,48,61,70,69,70,63,67,62,80,51,50,64,62,65,65,58,60,51,84,74,76,76,39,86,67,58,66,62,68,80,64,42,53,78,83,15,49,48,27,79,72,65,64,74,85,87,60,89,91,26,68,64,53,72,67,88,31,54,52,52,78,77,68,47,69,67,71,49,17,4,67,83,73,79,46,68,77,62,74,51,58
2007-06-01,75,65,41,69,41,61,59,77,65,67,68,70,67,49,58,84,75,70,89,86,81,65,86,82,80,79,15,59,97,58,75,82,72,73,70,50,81,66,36,83,65,68,62,65,65,71,75,76,61,80,55,86,69,85,64,68,46,72,66,65,68,50,60,81,51,41,64,60,59,61,56,91,30,28,49,90,89,65,85,61,56,75,54,43,69,49,73,81,76,75,67,43,62,65,60,69,85,62,62,76,73,79,62,93,56,59,82,60,74,70,51,55,80,73,74,56,73,62,82,58,50,64,59,71,73,56,55,53,90,83,78,82,40,87,72,62,72,64,70,84,67,46,59,87,89,15,48,48,29,83,71,66,64,80,87,99,70,86,90,28,72,69,58,86,72,84,31,57,55,55,87,90,62,43,72,83,74,45,20,5,70,89,80,80,51,74,85,63,78,57,59
2007-07-01,67,63,45,62,42,58,62,71,67,78,69,70,70,47,59,81,77,74,87,85,80,65,93,81,81,76,17,55,97,60,78,86,71,72,70,58,77,67,33,76,62,66,63,66,67,78,77,79,61,79,60,88,70,82,67,74,46,71,65,64,70,53,61,90,54,43,68,59,59,63,54,94,0,31,54,98,90,66,83,63,58,74,55,46,71,49,77,81,75,77,69,43,63,61,57,69,87,60,69,74,76,73,65,79,58,63,78,56,75,72,52,56,67,79,71,50,75,68,85,59,58,66,66,56,69,59,52,48,90,88,77,88,43,93,69,61,68,68,69,81,67,46,59,95,93,15,48,55,31,94,79,65,71,84,93,97,81,89,91,30,74,71,58,77,66,83,32,56,62,53,85,90,63,42,76,71,69,45,21,5,82,99,87,86,65,90,96,76,90,68,69
2007-08-01,70,58,53,56,43,55,51,73,66,78,70,75,64,44,58,78,70,70,86,92,80,67,93,82,78,76,30,68,90,60,78,81,68,70,71,59,69,62,33,75,62,62,60,65,69,81,72,80,58,81,58,85,61,80,67,69,45,70,62,60,68,50,68,90,55,44,67,58,57,57,55,100,0,23,49,94,88,70,84,69,56,70,57,44,71,51,84,77,74,68,58,39,62,60,53,67,84,57,64,74,73,69,65,80,55,60,75,54,73,69,55,49,63,79,72,48,77,73,80,52,62,67,61,54,62,54,47,52,96,83,77,88,40,88,65,61,63,65,70,81,66,46,62,88,89,14,49,50,27,97,81,72,67,77,94,93,70,90,85,29,70,69,58,78,63,79,32,53,66,53,84,78,65,46,62,63,69,52,23,5,78,91,79,85,54,78,91,64,81,63,60
2007-09-01,70,63,50,52,42,58,55,57,52,58,63,67,70,45,61,64,68,68,80,83,78,59,83,81,73,75,69,59,79,61,79,73,66,71,66,55,63,63,31,76,55,59,56,61,68,70,66,73,63,71,56,84,72,72,62,66,43,71,70,66,67,50,70,82,55,43,69,58,56,55,57,90,0,30,48,87,83,66,79,66,53,65,64,41,64,49,80,74,73,68,61,38,56,59,52,71,78,64,61,75,78,63,63,80,54,64,71,53,67,64,51,51,55,76,74,41,74,69,80,53,59,66,59,53,48,48,34,46,88,82,76,83,38,88,70,60,61,63,64,81,65,46,58,100,84,14,48,32,32,90,74,61,60,75,83,90,58,90,89,29,68,68,58,84,63,64,36,50,59,53,80,85,56,45,57,63,64,52,25,6,70,89,67,77,42,70,86,57,68,49,50
2007-10-01,72,60,46,63,43,58,53,48,45,45,59,64,62,42,56,55,65,65,68,78,76,59,80,94,82,71,15,58,74,57,72,75,64,68,62,52,65,65,31,75,60,62,57,63,66,73,65,77,70,84,56,83,71,72,60,62,42,75,100,60,64,50,61,80,54,42,65,58,56,57,52,90,0,26,48,90,79,69,77,59,61,68,61,39,65,54,78,77,74,69,58,39,58,56,53,64,82,66,60,77,79,63,65,87,55,64,72,52,65,67,52,49,44,76,70,38,76,72,79,52,65,68,54,59,47,48,29,55,85,78,73,83,39,87,71,58,60,59,65,76,61,47,61,89,84,16,50,23,30,80,73,63,63,73,78,84,47,87,82,30,70,68,58,81,63,56,37,49,68,53,97,84,53,49,49,62,58,45,29,4,63,100,58,85,35,63,71,52,68,41,42
2007-11-01,66,66,46,66,45,63,52,41,41,36,53,70,60,58,60,50,60,60,64,74,75,56,77,92,80,71,20,62,81,59,76,79,71,71,62,54,66,66,31,74,60,66,63,69,69,87,72,78,77,100,56,90,78,77,68,65,42,69,72,64,61,50,66,80,61,41,73,64,56,60,56,100,0,28,54,94,82,71,78,51,81,73,88,44,77,56,83,84,82,71,63,42,55,62,56,72,83,64,63,93,77,65,69,89,57,70,74,53,69,68,56,54,43,82,73,29,82,77,81,55,80,77,62,55,39,49,28,61,90,91,82,96,41,92,71,59,63,65,62,79,64,45,63,87,87,17,54,25,29,77,73,61,72,73,77,80,44,93,90,29,73,72,66,90,68,52,56,51,91,60,86,88,51,48,45,42,58,43,42,5,56,98,54,87,36,57,81,51,59,42,39
2007-12-01,75,55,44,73,39,47,41,37,35,33,48,56,62,44,48,48,55,53,52,72,71,46,64,67,65,63,20,75,78,49,63,83,65,63,63,55,56,53,26,68,45,52,50,54,60,99,50,62,59,86,50,85,75,60,51,54,32,61,57,47,57,43,56,72,60,44,75,52,53,51,57,96,21,34,47,91,70,64,69,46,51,62,68,48,75,65,85,83,77,64,52,37,44,51,45,61,69,58,60,73,62,53,57,79,52,49,67,47,63,58,55,82,38,68,70,24,83,68,67,69,67,79,62,51,39,45,21,58,90,92,73,83,35,83,58,44,53,53,57,72,49,41,59,80,77,14,51,23,25,65,57,47,58,63,63,69,43,91,89,25,74,78,73,97,75,49,71,51,92,47,67,92,55,43,39,37,53,42,49,4,48,86,52,79,35,50,87,47,56,38,36
2008-01-01,76,61,45,51,43,53,51,42,43,50,54,70,57,56,51,54,61,58,61,85,78,60,84,77,66,71,19,62,79,64,77,76,68,81,64,59,72,60,30,75,57,66,67,74,68,67,65,73,66,87,56,76,64,73,65,63,38,67,67,58,58,52,60,75,58,45,64,58,54,53,55,85,0,33,67,100,86,72,79,56,61,79,65,38,59,49,76,74,71,71,62,41,55,58,57,67,84,58,75,79,77,80,71,82,59,64,73,54,70,70,54,48,45,82,79,30,81,78,77,75,63,70,60,58,38,55,28,55,85,79,72,85,38,85,74,62,64,66,66,75,64,43,63,89,86,22,48,23,28,87,76,69,71,74,85,92,63,92,83,28,71,70,60,82,71,51,21,42,57,50,80,81,50,38,47,40,63,39,54,4,65,78,59,58,52,66,70,61,67,51,49
2008-02-01,71,65,46,49,44,57,47,53,42,48,51,65,59,45,49,60,63,57,70,74,71,54,81,76,64,71,19,66,76,61,77,75,66,72,69,51,72,60,33,77,54,61,56,65,64,58,64,73,59,77,53,74,64,72,63,67,40,65,63,57,59,49,59,74,49,43,58,53,52,53,52,80,0,31,65,93,80,65,76,45,52,68,55,36,62,46,74,71,71,72,60,41,55,57,53,64,81,61,60,76,71,70,65,84,57,68,71,53,66,68,45,59,42,73,78,40,72,69,76,63,64,62,55,46,37,49,33,44,84,74,68,74,36,84,71,60,65,61,62,78,63,48,60,95,85,19,50,24,26,78,69,64,66,70,81,86,51,84,81,28,64,61,54,70,60,57,28,43,50,50,78,85,46,38,46,41,60,42,40,3,55,78,60,61,41,58,73,54,64,44,44
2008-03-01,67,55,50,48,45,50,44,57,43,49,53,69,62,43,48,66,64,56,69,71,74,54,79,80,71,70,17,50,79,58,73,75,66,69,68,55,62,52,28,72,50,55,50,57,63,62,59,72,53,68,49,75,63,67,55,57,35,60,58,51,59,49,52,75,50,39,61,52,49,48,50,85,18,25,57,87,76,71,72,52,49,63,51,36,63,48,70,70,68,64,58,39,45,49,50,60,74,53,58,66,67,69,61,73,52,56,68,46,65,62,51,49,41,72,68,47,68,68,74,50,65,63,54,56,36,49,42,45,84,73,71,77,34,82,61,53,55,57,63,70,55,44,56,85,86,19,54,31,26,77,64,59,61,67,78,82,50,83,88,28,62,64,48,73,64,59,28,42,56,49,73,80,49,41,46,61,59,43,32,4,60,91,60,69,39,59,70,50,62,43,42
2008-04-01,67,56,44,44,43,58,50,59,44,49,56,70,55,46,57,68,60,55,75,76,71,56,84,89,78,70,13,53,75,67,74,78,67,71,68,51,72,58,35,76,58,59,55,64,62,63,70,72,53,72,52,73,62,74,64,61,42,63,61,56,61,48,55,73,47,37,53,54,47,51,46,81,0,24,56,94,76,70,70,48,50,63,55,41,59,47,67,74,67,70,63,41,46,53,58,65,80,58,58,75,72,73,65,75,56,66,68,49,71,71,46,55,49,66,71,57,68,61,78,54,62,58,55,46,41,42,51,44,83,73,68,68,33,82,68,56,63,62,58,72,60,46,59,90,84,15,58,35,28,78,70,60,66,65,77,82,47,86,81,30,62,59,53,73,84,66,28,36,48,45,89,78,53,45,54,58,62,45,18,5,56,73,64,64,42,61,64,50,60,41,44
2008-05-01,70,59,44,45,44,43,45,71,50,47,59,58,57,57,59,73,66,54,86,69,67,53,78,87,71,67,11,50,75,55,62,72,69,63,62,45,65,52,28,73,52,53,46,56,52,55,65,64,49,68,46,69,55,62,53,53,35,57,54,48,57,40,56,69,40,33,51,50,43,48,44,77,0,23,52,83,73,65,66,47,44,53,46,38,55,44,64,64,67,65,55,37,44,48,53,54,70,52,52,65,64,71,56,70,51,55,68,46,73,61,42,54,55,55,66,55,57,48,69,44,42,53,54,51,59,49,61,37,74,65,61,60,29,74,61,48,56,51,53,67,53,42,55,91,83,15,54,39,25,70,58,53,56,62,73,79,49,81,69,28,55,50,46,68,75,76,29,41,42,40,73,70,53,44,58,65,62,45,15,5,55,75,62,67,41,56,63,52,59,39,46
2008-06-01,68,51,43,44,43,48,49,64,51,47,52,60,52,59,48,65,63,55,85,69,65,53,79,76,66,63,11,59,77,59,70,71,67,64,67,41,63,52,41,68,52,58,47,60,55,64,68,68,57,74,51,73,57,71,60,59,37,62,57,54,63,40,49,69,40,34,54,52,42,48,44,91,0,25,45,86,74,67,67,50,47,56,46,36,56,43,64,66,67,66,56,37,50,55,54,59,74,56,54,68,69,66,62,75,53,61,71,45,69,72,41,47,56,63,67,48,62,52,71,44,50,53,51,45,63,47,49,38,77,70,67,65,32,72,65,52,55,56,54,71,54,41,55,93,100,14,71,46,26,76,62,52,63,69,70,83,57,78,70,30,57,53,47,68,74,73,27,42,45,40,80,69,48,50,58,53,63,68,15,14,57,83,62,68,45,58,70,46,60,47,48
2008-07-01,69,52,45,48,44,51,50,67,55,56,57,66,52,55,56,68,65,57,83,70,68,59,81,75,66,64,12,76,83,63,71,74,64,65,65,46,60,53,27,69,58,57,51,60,56,67,66,70,59,77,49,73,60,71,58,61,39,60,55,50,57,44,53,77,44,37,52,51,45,45,47,96,28,28,50,92,81,68,71,56,49,59,49,36,55,44,65,69,71,65,57,38,46,51,50,59,81,53,55,64,72,64,65,70,51,57,70,46,68,65,43,49,56,68,74,44,65,57,72,50,57,54,53,49,57,53,43,37,81,76,65,68,30,75,59,52,59,57,61,69,56,40,59,93,94,12,48,48,29,83,64,63,63,70,77,87,69,78,70,29,60,58,56,68,65,76,26,43,48,44,78,72,53,45,62,56,61,41,18,7,64,86,67,84,54,67,78,58,80,52,57
2008-08-01,67,51,44,47,40,45,46,67,55,58,60,65,54,45,47,65,60,55,82,72,64,56,76,73,62,66,15,56,85,59,67,70,64,66,66,46,59,51,26,70,55,51,46,54,58,68,58,66,55,82,49,71,58,66,54,58,34,61,60,43,61,44,54,75,45,36,54,47,44,44,44,90,0,20,45,83,75,68,70,65,47,53,45,38,56,46,69,70,74,63,55,35,48,54,49,59,74,52,55,67,68,62,61,71,49,57,69,48,66,62,44,49,76,71,67,40,67,63,69,48,61,59,52,44,51,45,39,38,81,77,67,67,29,73,56,51,56,53,56,68,52,44,59,95,87,13,56,42,27,83,65,63,61,67,78,91,60,80,68,30,59,60,47,67,59,70,29,43,49,45,74,77,57,47,56,52,62,43,18,80,60,82,62,72,48,64,80,54,73,47,50
2008-09-01,64,51,42,52,44,47,44,53,42,49,52,60,51,43,42,53,56,51,65,64,62,53,74,73,60,59,21,54,69,56,71,65,58,61,63,43,52,49,27,69,56,57,50,56,59,65,58,70,65,80,48,71,56,65,58,55,35,54,58,48,60,44,55,70,44,34,51,48,43,45,44,83,0,25,45,88,72,76,69,59,49,62,49,37,55,45,69,66,68,65,51,35,47,52,48,55,77,54,51,67,67,61,63,68,51,61,62,47,61,57,43,44,48,69,61,36,65,59,70,48,57,56,54,46,38,39,29,38,77,74,76,66,29,72,64,53,57,51,54,67,54,45,56,93,87,20,54,31,31,74,63,49,62,62,74,82,46,88,68,28,56,56,47,76,57,57,29,39,46,46,71,65,49,49,52,55,55,43,19,7,53,78,54,68,36,58,63,46,59,37,39
2008-10-01,65,50,43,63,41,47,47,38,36,39,44,60,49,39,46,46,52,47,57,65,63,55,69,79,68,56,16,50,72,61,64,68,55,60,62,41,52,50,26,69,59,61,84,56,57,64,58,66,62,76,48,71,61,63,54,57,34,58,58,45,57,47,58,68,46,36,51,47,45,46,44,78,0,22,47,99,77,79,72,52,51,100,49,33,59,46,65,65,65,60,53,37,45,45,51,57,74,57,52,65,67,58,59,74,47,61,71,43,62,67,45,43,37,66,70,32,68,65,66,49,66,58,51,48,37,42,25,40,80,74,67,69,30,78,66,51,58,54,54,67,50,45,53,90,86,19,57,23,34,69,64,56,57,59,68,81,36,80,66,27,58,58,49,76,57,46,32,40,55,42,87,71,48,50,41,45,54,40,23,4,50,75,46,66,30,50,60,40,52,34,34
