"date","Celebrities & Entertainment News","Entertainment Industry","Live Sporting Events","Ticket Sales","Web Portals","CAD & CAM","Automotive Industry","Bicycles & Accessories","Boats & Watercraft","Campers & RVs","Classic Vehicles","Commercial Vehicles","Custom & Performance Vehicles","Hybrid & Alternative Vehicles","Microcars & City Cars","Motorcycles","Off-Road Vehicles","Personal Aircraft","Scooters & Mopeds","Trucks & SUVs","Vehicle Brands","Vehicle Codes & Driving Laws","Vehicle Licensing & Registration","Vehicle Maintenance","Vehicle Parts & Accessories","Vehicle Shopping","Vehicle Shows","Beauty Pageants","Body Art","Cosmetic Procedures","Cosmetology & Beauty Professionals","Face & Body Care","Fashion & Style","Fitness","Hair Care","Spas & Beauty Services","Weight Loss","Advertising & Marketing","Aerospace & Defense","Agriculture & Forestry","Business Education","Business Finance","Business News","Business Operations","Business Services","Photo & Video Services","Chemicals Industry","Construction & Maintenance","HVAC & Climate Control","Energy & Utilities","Enterprise Technology","Hospitality Industry","Grocery & Food Retailers","Industrial Materials & Equipment","Manufacturing","Metals & Mining","Pharmaceuticals & Biotech","Printing & Publishing","Journalism & News Industry","Professional & Trade Associations","Retail Trade","Small Business","Textiles & Nonwovens","Transportation & Logistics","Computer Hardware","Computer Security","Consumer Electronics","Electronics & Electrical","Networking","Programming","Software","Web Apps & Online Tools","Technical Support","Technology News","Accounting & Auditing","Banking","Credit & Lending","Currencies & Foreign Exchange","Financial Planning","Grants & Financial Assistance","Insurance","Investing","Retirement & Pension","Alcoholic Beverages","Candy & Sweets","Cooking & Recipes","Culinary Training","Non-Alcoholic Beverages","Restaurants","Aging & Geriatrics","Alternative & Natural Medicine","Health Conditions","Health Education & Medical Training","Health Foundations & Medical Research","Health News","Medical Devices & Equipment","Medical Facilities & Services","Medical Literature & Resources","Men's Health","Mental Health","Nursing","Nutrition","Oral & Dental Care","Pediatrics","Pharmacy","Public Health","Reproductive Health","Substance Abuse","Vision Care","Women's Health","Antiques & Collectibles","Gifts & Special Event Items","Water Sports","Bed & Bath","Domestic Services","Gardening & Landscaping","Home Appliances","Home Furnishings","Home Improvement","Home Storage & Shelving","Homemaking & Interior Decor","Kitchen & Dining","Laundry","Nursery & Playroom","Pest Control","Swimming Pools & Spas","Yard & Patio","Communications Equipment","Email & Messaging","Mobile & Wireless","Search Engines","Service Providers","Teleconferencing","Web Services","Education","Jobs","Government","Legal","Military","Public Safety","Social Services","Broadcast & Network News","Gossip & Tabloid News","Local News","Newspapers","Politics","Sports News","Weather","World News","Apartments & Residential Rentals","Commercial & Investment Real Estate","Property Development","Property Inspections & Appraisals","Property Management","Real Estate Agencies","Real Estate Listings","Timeshares & Vacation Properties","Apparel","Auctions","Classifieds","Consumer Resources","Entertainment Media","Luxury Goods","Mass Merchants & Department Stores","Shopping Portals & Search Engines","Sporting Goods","Swap Meets & Outdoor Markets","Tobacco Products","Toys","Wholesalers & Liquidators","College Sports","Combat Sports","Extreme Sports","Fantasy Sports","Individual Sports","Motor Sports","Sports Coaching & Training","Team Sports","Winter Sports","World Sports Competitions","Air Travel","Bus & Rail","Car Rental & Taxi Services","Carpooling & Ridesharing","Cruises & Charters","Hotels & Accommodations","Luggage & Travel Accessories","Specialty Travel","Tourist Destinations","Travel Agencies & Services","Travel Guides & Travelogues"
2006-04-01,62,52,29,93,53,58,62,67,64,71,70,90,68,60,70,79,71,82,61,83,77,80,71,64,78,86,40,31,70,84,88,49,76,69,61,85,79,73,42,74,71,72,28,74,77,73,73,75,58,95,75,62,33,78,69,82,72,70,54,65,66,71,77,86,57,40,60,69,59,60,62,69,0,19,79,82,87,78,90,78,80,75,77,73,58,53,87,73,61,75,87,42,77,77,52,59,86,83,68,78,93,72,70,78,81,76,73,83,93,85,71,67,22,75,76,75,66,67,84,66,69,62,61,67,65,47,69,69,75,77,78,70,64,70,75,76,70,75,76,93,45,57,43,54,74,7,67,44,62,90,71,73,86,70,80,95,74,74,89,73,75,62,31,50,50,73,68,76,39,68,44,60,32,21,60,82,72,58,25,3,73,71,67,73,64,75,61,81,75,68,64
2006-05-01,59,47,27,87,50,57,53,67,71,73,73,89,66,67,65,83,71,78,68,78,76,84,70,65,75,76,35,22,68,83,91,52,69,65,60,92,77,70,43,75,68,69,26,74,71,75,73,78,75,87,73,63,34,79,67,78,66,69,51,66,62,70,70,86,54,37,60,65,57,59,59,67,0,20,33,81,85,78,74,71,84,70,63,70,54,50,84,69,62,68,83,41,77,69,42,57,83,83,69,73,91,66,67,78,78,69,73,77,82,85,66,80,26,72,80,74,67,67,81,62,64,59,66,66,73,57,70,67,72,76,76,68,65,68,77,72,67,74,81,92,41,58,44,53,71,7,70,39,61,86,67,64,82,75,74,90,73,71,82,71,73,62,33,51,51,71,71,71,35,67,38,63,35,17,58,92,77,58,18,3,74,74,70,78,65,73,66,78,77,66,64
2006-06-01,69,49,29,98,59,50,48,70,84,82,68,87,65,53,75,79,63,78,62,84,75,81,79,69,79,80,38,28,73,83,90,55,72,69,56,86,78,73,40,70,60,71,25,73,73,82,71,84,79,81,73,66,38,80,65,74,64,68,54,60,64,70,73,86,57,40,62,66,61,58,63,76,42,17,31,87,93,78,76,93,83,62,64,75,53,51,88,68,65,62,83,40,84,65,41,60,89,83,65,62,90,69,66,78,80,69,70,67,84,88,69,63,31,79,79,60,66,70,85,72,67,59,70,80,83,71,66,72,77,81,70,78,66,67,69,74,59,69,76,91,39,58,53,57,81,7,86,45,55,93,69,61,83,75,84,92,85,70,92,77,81,68,32,52,55,73,75,67,40,70,32,65,33,21,63,84,65,76,18,4,80,91,79,89,72,87,67,86,85,71,72
2006-07-01,67,53,32,99,53,51,50,82,87,88,68,91,67,61,72,80,69,83,69,86,74,79,87,72,81,86,37,58,84,82,91,55,72,68,57,81,79,66,48,68,66,68,24,68,75,89,68,83,100,84,76,71,39,82,63,69,61,66,49,61,68,71,76,91,60,40,66,63,57,57,63,67,0,16,30,94,96,75,76,75,86,61,65,79,51,54,88,74,64,68,84,39,81,67,38,59,87,81,71,61,92,67,70,81,82,65,71,68,84,86,73,60,33,91,78,54,76,77,96,76,72,69,77,92,79,68,60,66,82,88,73,76,67,69,67,72,58,67,77,92,41,67,50,60,85,6,77,44,60,100,68,67,86,82,86,99,89,75,96,82,82,73,33,58,52,86,78,71,46,74,32,68,36,27,72,88,68,58,19,3,82,89,79,86,85,87,85,84,87,70,73
2006-08-01,59,55,39,96,58,54,49,73,74,80,68,88,66,57,69,76,71,84,69,84,80,84,80,69,81,86,38,32,76,80,88,53,69,70,59,83,74,67,39,66,73,70,24,72,84,87,69,80,73,88,76,69,38,87,66,70,61,76,48,69,69,74,80,93,64,44,69,71,61,58,66,75,0,17,32,96,95,74,83,75,88,60,70,75,54,54,92,76,66,68,84,38,85,67,37,61,89,85,73,64,97,65,74,75,85,72,72,66,89,94,70,63,24,91,78,43,74,78,89,76,72,63,73,90,69,49,49,67,84,88,74,83,73,69,87,74,56,71,81,92,44,68,47,56,83,6,67,42,61,90,69,68,100,88,85,93,79,79,99,80,82,73,34,57,84,80,74,70,42,80,44,58,38,74,65,86,75,56,24,2,85,85,76,83,72,81,91,82,80,65,69
2006-09-01,64,46,43,78,50,56,58,61,57,69,64,85,62,51,63,61,75,77,59,78,74,84,72,64,72,74,37,26,69,73,84,50,68,64,51,72,68,69,42,68,78,65,25,68,76,79,71,72,59,82,73,63,38,74,67,72,60,71,55,66,64,69,72,80,58,37,60,63,58,58,61,74,0,19,30,88,81,69,75,56,82,57,63,70,54,53,88,70,60,65,80,41,78,70,47,57,87,88,68,71,89,65,64,75,78,75,75,68,77,88,66,59,22,78,69,43,71,70,79,70,73,63,68,77,62,34,43,62,82,83,72,77,60,66,86,72,60,73,71,91,41,69,48,54,80,7,77,39,66,71,62,65,77,70,74,85,61,78,92,76,76,66,31,53,68,70,69,74,43,69,64,55,40,60,55,72,85,64,27,2,70,74,59,74,60,69,69,76,62,56,58
2006-10-01,51,45,37,78,57,57,47,52,46,63,61,78,62,42,62,56,78,83,46,74,67,77,67,62,71,70,40,27,64,77,83,52,67,65,52,70,66,72,39,71,74,71,27,73,75,79,71,73,68,81,71,64,38,75,66,75,62,69,52,69,62,69,77,80,55,37,61,66,58,55,59,77,37,15,32,84,80,66,84,51,77,65,71,72,60,57,89,75,59,65,85,41,81,70,48,61,87,92,71,78,91,64,66,73,82,75,71,72,82,87,63,68,21,73,66,38,72,71,75,68,65,63,66,74,50,27,37,62,79,79,77,74,62,65,83,69,65,74,73,92,43,69,49,53,80,10,73,41,52,66,66,59,78,73,69,81,60,91,89,68,73,65,33,56,57,63,63,72,47,74,68,58,33,39,47,69,75,62,35,2,71,70,59,73,53,68,59,73,63,60,58
2006-11-01,70,43,37,70,47,50,45,43,38,48,57,72,59,42,62,51,75,73,46,72,62,72,62,56,69,66,29,23,57,73,77,51,63,63,48,73,58,66,35,59,71,65,23,66,72,88,63,67,56,74,67,62,39,71,60,72,53,67,50,60,62,64,72,76,55,35,78,59,50,49,58,80,0,14,28,82,72,64,75,48,74,60,65,71,61,68,88,70,59,63,74,38,71,68,49,54,80,84,69,70,86,59,65,67,80,68,68,72,76,77,69,67,17,77,64,32,78,73,76,68,68,72,66,76,35,22,32,61,77,74,73,74,58,62,78,59,63,69,74,84,42,69,53,62,78,16,66,39,60,65,59,55,71,60,64,69,56,77,92,65,87,72,35,76,69,59,54,69,70,86,81,58,29,31,42,55,90,57,48,2,68,69,59,67,50,60,68,62,53,56,55
2006-12-01,100,47,34,79,46,44,42,46,39,45,58,66,57,38,59,49,81,72,45,74,62,70,60,58,72,65,27,100,61,71,76,58,74,64,51,89,55,56,39,54,59,63,22,58,69,84,56,60,55,70,62,60,38,66,52,66,50,62,47,53,61,63,67,83,56,36,92,57,50,47,61,83,0,16,32,86,78,66,80,51,69,59,71,91,84,74,83,75,62,56,76,37,66,55,36,53,73,77,63,64,76,57,61,62,79,64,70,65,71,75,73,86,15,82,63,29,84,71,70,72,72,80,70,74,31,21,32,67,81,83,75,76,59,63,69,56,55,65,67,82,39,57,52,53,71,5,64,42,55,62,55,55,57,60,58,67,57,91,94,64,92,85,42,86,74,74,51,73,87,87,62,55,35,25,40,51,93,54,63,3,72,68,57,66,52,56,85,62,57,56,54
2007-01-01,67,67,26,70,48,56,49,43,44,56,61,73,59,47,60,48,74,69,35,74,63,73,67,58,69,71,60,42,63,79,83,51,72,81,51,81,89,65,35,55,75,65,26,72,75,77,64,70,59,75,72,59,35,72,63,69,59,66,46,63,62,75,73,79,56,36,66,60,53,51,62,77,0,18,63,91,90,68,88,80,82,64,86,70,57,56,89,73,64,57,83,39,73,62,47,56,81,91,71,64,94,75,72,71,79,67,71,68,83,81,67,54,21,79,63,31,72,74,76,78,82,66,68,92,32,26,30,64,82,82,72,76,58,62,82,73,62,68,72,84,43,62,50,66,76,6,61,50,53,78,64,63,80,71,69,84,80,72,87,70,72,77,33,50,70,56,51,67,46,69,57,57,39,15,43,61,88,57,59,2,74,63,55,63,74,70,68,71,65,73,63
2007-02-01,77,82,25,76,48,56,55,47,49,57,59,80,58,49,61,52,81,71,37,80,64,72,63,55,68,73,52,28,69,76,82,51,75,70,53,76,76,69,40,58,74,70,26,71,74,76,65,69,60,74,71,60,36,71,64,74,59,65,44,63,58,72,73,82,57,35,58,60,52,54,61,84,0,15,80,89,88,65,87,82,76,65,82,69,66,55,85,72,64,61,81,38,75,64,46,54,88,93,67,67,86,68,68,70,77,90,71,68,78,78,72,72,23,73,66,34,68,72,76,66,69,60,66,79,32,27,33,64,79,74,73,71,65,67,79,71,63,69,68,86,43,68,87,95,72,7,59,57,54,75,62,64,77,71,72,85,76,74,86,74,80,68,34,49,53,58,53,67,49,66,60,58,32,18,42,84,71,52,56,2,76,60,64,67,64,72,59,69,64,68,64
2007-03-01,56,45,25,84,47,57,49,54,54,64,62,83,61,48,59,67,76,68,44,78,67,75,66,59,72,69,49,31,70,76,82,50,66,70,52,84,75,67,37,63,69,64,26,69,67,76,65,73,57,76,68,61,33,71,63,69,61,64,50,64,61,71,72,82,52,32,57,61,51,52,59,80,0,17,60,89,86,68,82,76,74,63,75,66,56,51,80,70,62,59,80,38,73,63,42,55,85,83,69,66,90,71,66,76,78,71,67,69,76,82,66,55,23,67,67,51,66,69,76,64,63,58,66,73,46,35,48,62,78,74,71,68,60,58,77,67,60,80,71,88,43,63,80,63,73,7,70,47,49,79,64,60,82,71,72,87,74,71,84,74,75,64,34,51,52,61,60,64,51,65,73,57,35,26,46,77,75,59,37,2,78,64,65,66,65,72,60,72,70,66,65
2007-04-01,58,42,26,87,41,54,49,58,57,70,65,83,57,56,64,69,72,69,50,74,67,75,64,56,70,77,37,25,65,78,80,50,62,67,56,80,73,66,43,69,70,65,26,68,70,75,65,68,57,81,67,60,34,72,59,68,62,66,51,63,57,69,68,84,47,32,57,57,48,47,57,74,0,14,74,85,85,66,84,73,73,60,84,65,56,52,78,69,61,60,80,40,69,63,43,52,82,88,64,70,89,69,66,71,73,67,70,70,75,82,64,64,23,67,70,61,61,64,72,61,60,54,60,74,51,40,59,58,76,70,70,67,58,64,76,69,62,74,67,100,41,77,53,55,76,7,64,49,54,82,63,62,78,78,69,86,67,70,81,77,74,60,35,48,55,65,62,62,53,66,40,63,32,19,55,75,75,57,20,2,71,66,61,67,62,67,59,72,66,63,62
2007-05-01,59,41,25,80,45,53,47,68,61,72,61,82,57,63,63,72,63,72,56,75,70,80,62,60,70,72,36,41,68,77,82,49,58,66,56,80,74,60,36,66,63,65,25,63,65,79,62,70,64,80,64,59,34,69,57,67,54,67,56,60,57,62,64,86,48,28,54,57,49,49,52,80,0,15,30,86,79,66,70,62,74,58,65,63,53,48,80,67,58,54,75,36,71,56,40,52,82,82,66,63,91,65,64,71,71,61,66,65,76,79,60,68,25,64,72,67,64,64,76,58,57,53,63,66,67,57,63,56,76,72,67,63,54,58,67,67,59,67,69,85,40,57,46,54,70,7,57,41,49,80,62,55,73,80,69,88,67,69,77,80,66,58,31,48,55,72,71,61,50,64,33,69,31,14,51,81,70,50,15,2,72,67,63,68,63,66,63,73,72,62,63
2007-06-01,64,42,24,83,45,47,43,65,71,79,55,77,53,53,63,69,62,65,55,72,63,77,71,59,72,69,35,26,72,73,77,51,59,65,53,73,69,54,36,59,57,63,22,59,64,74,60,70,70,77,65,61,35,68,52,59,50,58,46,53,56,65,64,80,48,27,56,51,46,47,53,82,0,17,27,88,81,62,71,64,71,53,65,68,48,47,75,71,59,50,75,35,69,55,35,51,80,74,63,53,92,63,63,78,68,60,64,58,74,78,60,54,28,66,72,53,62,62,78,61,56,52,61,69,69,63,55,54,76,87,63,68,60,58,59,65,52,63,68,87,36,58,49,56,67,6,54,44,46,80,56,54,77,76,71,83,73,66,74,78,70,58,29,50,49,69,66,59,56,64,29,83,29,18,60,84,63,49,16,2,76,72,67,76,64,68,60,73,71,61,65
2007-07-01,71,42,26,86,45,46,40,73,76,81,62,82,54,48,62,70,65,69,58,83,68,81,69,63,69,71,34,36,76,78,79,49,63,67,55,74,69,58,31,59,59,63,23,61,64,79,58,70,65,72,66,59,36,69,54,63,53,59,46,56,56,67,67,85,49,30,54,54,47,47,52,78,0,15,28,95,87,66,74,66,73,60,68,69,51,52,80,67,60,56,77,33,71,51,35,51,84,76,68,53,86,64,65,72,71,63,61,59,76,77,62,51,29,82,71,45,64,69,77,66,61,57,68,78,65,52,50,54,79,82,65,71,56,57,59,68,53,61,70,82,38,60,51,64,71,6,61,41,44,86,65,61,81,80,72,87,82,65,78,87,71,65,30,50,50,71,71,63,72,68,28,60,32,23,63,81,62,48,17,3,74,74,75,70,71,71,73,79,81,61,69
2007-08-01,66,42,39,92,47,53,43,65,64,73,62,83,56,43,61,64,71,69,56,85,69,76,73,62,70,72,38,39,84,76,90,49,62,66,58,77,67,60,37,61,72,66,26,65,74,80,60,70,64,74,68,62,36,72,56,66,53,64,52,58,57,67,71,84,53,32,56,57,52,49,59,100,31,16,28,100,88,64,72,69,78,61,67,68,50,50,85,69,63,50,77,34,74,56,36,54,83,79,69,56,93,66,68,74,74,64,63,60,77,84,62,53,23,82,71,39,68,67,75,68,66,56,68,80,64,40,43,56,82,81,65,81,62,61,73,69,51,63,69,86,39,65,55,60,75,6,64,41,50,85,64,58,77,78,70,85,72,69,81,89,75,69,31,53,68,70,67,61,70,69,40,58,39,71,57,74,72,58,20,2,68,75,75,68,65,68,79,74,71,59,61
2007-09-01,96,55,42,78,48,51,58,56,49,62,60,72,57,44,58,55,68,70,52,74,62,71,57,57,65,63,39,27,71,70,77,46,62,64,51,68,64,59,31,62,66,63,24,65,69,76,60,61,51,72,63,58,36,65,51,66,48,59,51,70,52,64,65,74,49,29,56,55,49,48,54,83,0,17,27,85,77,66,67,52,68,52,67,64,50,51,75,63,57,52,72,34,72,56,47,50,80,79,63,63,86,63,61,72,70,62,61,60,71,77,58,48,19,65,66,38,63,62,66,58,61,54,67,75,54,32,38,53,78,75,64,73,54,54,76,64,51,67,61,84,38,58,51,50,77,7,78,36,84,66,55,50,69,66,60,73,56,69,75,78,70,63,28,49,51,66,62,61,57,64,62,51,34,60,51,71,80,65,22,2,64,66,54,64,52,59,59,70,57,51,53
2007-10-01,68,39,38,80,45,53,50,49,41,54,58,72,52,44,57,50,69,61,43,71,59,72,55,56,64,59,36,22,67,70,71,50,59,59,51,65,65,61,34,65,69,68,27,67,68,76,62,67,53,72,66,58,34,68,57,68,53,61,58,71,53,65,70,73,46,28,52,55,46,46,54,84,0,15,29,86,72,67,76,49,72,61,69,65,54,52,82,62,58,62,73,39,69,57,51,50,82,84,67,69,87,64,65,74,72,67,64,67,73,81,60,54,19,62,62,34,62,59,68,59,57,55,59,66,48,25,30,50,73,75,65,68,61,56,75,66,58,67,67,83,40,58,55,52,75,8,70,38,60,62,59,51,77,70,58,72,51,80,76,74,67,58,30,47,47,57,54,62,61,59,61,54,29,45,41,58,72,62,28,2,60,65,53,61,48,56,53,66,52,51,53
2007-11-01,60,42,36,65,41,48,42,43,34,43,50,68,47,57,61,45,68,58,42,68,57,67,52,52,67,59,32,23,62,67,65,49,60,58,50,65,57,61,32,54,64,61,26,56,65,81,57,54,56,75,61,57,37,61,53,64,49,57,48,64,55,59,64,69,51,27,66,52,46,43,53,86,0,16,26,84,70,68,69,48,66,60,66,65,56,65,75,62,55,56,71,35,63,54,46,47,74,80,64,63,80,55,62,66,68,63,61,71,68,72,62,59,16,68,60,27,72,61,66,60,62,65,60,67,35,20,29,49,75,75,62,72,59,56,69,59,51,60,62,81,40,55,50,49,67,8,67,33,48,59,58,44,59,62,55,62,49,75,78,69,81,61,27,70,54,58,47,60,88,76,74,53,28,36,37,49,89,56,37,2,55,62,47,60,41,49,62,56,47,50,47
2007-12-01,78,42,31,74,39,43,37,42,33,37,49,65,50,49,57,43,80,58,41,67,56,64,49,52,69,58,24,28,62,68,67,57,65,62,49,76,53,53,28,51,60,54,23,56,64,78,52,54,52,67,57,56,38,59,47,57,40,55,46,54,55,55,57,75,52,30,77,51,43,42,54,81,30,14,28,84,70,59,65,46,64,55,68,81,70,68,74,68,61,47,73,31,57,44,37,45,66,76,64,55,73,50,57,58,66,53,62,59,64,66,66,75,16,65,61,26,78,61,63,58,61,74,64,65,28,19,26,55,79,83,63,73,59,55,62,52,49,57,58,75,36,57,57,68,67,8,66,50,52,57,48,43,52,59,49,58,52,85,82,67,86,75,33,83,61,65,57,58,100,83,56,63,35,28,34,43,85,53,58,2,63,62,49,57,42,48,71,56,50,48,50
2008-01-01,75,49,29,62,46,50,46,38,39,49,54,76,50,50,68,44,74,57,35,71,58,70,61,54,62,63,54,32,65,73,75,48,65,77,55,69,85,61,31,52,72,61,31,67,67,73,58,59,56,73,62,56,34,64,55,63,50,60,51,61,55,65,68,76,52,29,58,53,46,42,52,81,70,18,59,89,85,61,78,68,73,65,80,64,51,52,86,67,60,54,81,34,73,52,51,50,79,87,67,56,86,73,69,70,73,62,63,64,75,74,57,48,20,69,60,27,65,65,65,66,75,59,62,73,31,22,26,53,75,78,62,70,61,56,73,69,64,62,62,76,40,69,58,69,73,16,58,46,48,72,60,50,67,70,64,75,74,64,70,76,71,66,26,48,66,52,51,61,57,58,51,56,32,15,41,51,72,51,57,2,64,56,51,59,63,58,55,63,60,69,56
2008-02-01,64,63,23,70,42,50,45,41,44,55,53,74,49,48,63,49,74,57,36,74,58,67,55,52,66,63,46,23,68,69,75,47,69,69,53,73,72,61,35,49,65,60,30,68,67,68,59,60,50,72,64,55,34,61,57,67,50,59,52,64,54,64,65,71,47,30,50,54,44,44,54,82,0,13,72,87,81,62,71,70,66,59,75,60,57,52,79,66,61,64,78,37,63,54,48,47,78,86,65,61,87,67,65,66,68,66,58,63,75,71,58,62,20,61,58,32,59,61,61,56,64,50,57,69,34,22,29,52,74,71,61,68,63,59,71,63,68,62,60,79,38,73,54,71,72,17,61,48,49,68,55,51,68,65,62,74,68,66,72,80,68,59,25,45,48,51,47,55,54,54,49,66,29,18,39,79,63,53,43,2,62,56,52,58,56,57,52,66,56,62,57
2008-03-01,57,38,23,72,44,49,47,48,45,53,53,73,47,54,63,55,69,57,45,70,59,67,56,54,62,66,40,20,65,71,65,45,59,64,51,70,72,56,31,58,62,64,29,59,62,67,55,59,45,74,59,55,33,60,56,64,47,56,49,61,50,61,62,68,43,27,50,49,41,44,52,82,23,13,56,86,79,68,69,66,63,64,74,58,50,50,73,62,54,56,76,36,62,50,43,47,76,81,60,59,83,60,63,71,66,60,60,60,69,67,56,49,20,60,62,41,57,57,64,54,58,49,56,61,38,27,38,48,71,67,60,65,63,54,65,62,60,59,58,75,37,64,49,58,68,10,61,39,49,65,55,47,64,63,58,77,63,63,68,77,66,57,23,46,45,54,52,55,54,57,62,54,27,25,41,62,65,50,31,3,63,63,54,56,54,55,51,63,55,57,55
2008-04-01,66,38,25,78,44,50,51,57,48,58,56,79,49,71,70,67,65,60,55,68,61,70,56,55,65,68,35,26,65,71,75,47,57,64,57,74,74,59,30,66,65,62,35,66,66,69,62,62,51,82,64,56,34,63,56,66,50,60,51,63,52,64,64,73,42,26,48,55,43,44,51,85,0,14,66,85,78,63,69,64,66,63,75,58,50,49,72,69,57,59,77,36,65,56,45,49,78,84,61,65,85,64,65,73,67,66,64,67,73,74,50,53,20,58,67,61,61,55,66,51,62,48,58,60,59,35,52,44,72,68,62,61,62,54,68,69,64,64,60,77,39,58,48,55,69,8,65,41,51,75,51,47,68,65,59,76,60,66,70,86,69,57,24,45,47,61,61,59,53,57,39,55,28,20,48,65,66,53,17,4,62,60,53,59,51,54,50,61,61,55,57
2008-05-01,60,37,26,76,42,45,44,64,56,53,55,72,45,90,89,72,57,56,78,68,59,67,54,52,64,72,34,19,64,68,70,45,56,63,55,71,63,55,33,60,57,55,39,58,58,72,56,59,55,84,56,57,35,62,51,61,44,54,43,52,50,55,58,75,40,26,49,54,38,38,48,82,0,13,39,89,75,62,54,55,60,55,57,59,48,47,70,61,55,50,73,34,62,48,36,44,74,79,60,52,77,58,62,71,64,59,59,58,64,69,52,62,20,59,66,60,57,53,64,51,52,48,57,57,59,44,53,48,74,73,60,63,59,51,62,64,65,57,59,75,35,63,53,52,69,8,56,42,51,70,52,42,62,66,59,72,57,58,65,87,69,53,24,47,46,64,69,55,51,59,30,50,38,15,48,73,62,48,13,3,61,66,53,66,53,55,52,61,62,52,55
2008-06-01,57,35,23,79,41,43,39,65,56,55,50,71,42,100,70,72,53,54,89,63,58,68,55,52,63,67,30,21,75,63,75,45,57,59,53,62,67,48,31,56,54,52,28,54,57,66,51,62,74,81,53,55,35,60,46,58,41,49,42,48,48,55,56,71,41,25,48,48,40,39,48,85,18,16,30,82,72,60,54,55,62,53,53,59,43,45,69,58,54,45,67,31,62,46,30,44,72,73,62,47,78,56,59,68,64,60,56,53,64,69,48,51,25,59,65,47,56,50,67,51,53,44,55,61,67,61,47,44,70,80,56,66,58,49,51,63,53,56,57,73,34,68,45,52,67,8,58,42,41,70,53,39,60,61,55,71,63,55,64,90,67,55,24,47,45,66,64,53,48,54,24,58,25,18,57,64,54,47,13,4,60,70,58,76,58,55,52,62,67,53,54
2008-07-01,64,38,27,83,43,41,50,68,59,56,51,69,44,79,66,71,57,54,81,67,59,70,59,55,63,66,31,36,71,61,78,45,56,62,55,64,71,53,31,55,55,56,27,56,59,69,52,61,62,85,56,57,35,61,46,60,45,52,44,50,48,60,63,72,42,28,48,45,39,39,47,80,0,16,28,96,76,56,58,65,61,57,63,62,45,49,66,60,55,49,69,33,64,46,31,46,73,76,65,48,80,57,63,71,61,56,58,54,65,72,49,47,29,65,62,40,57,54,66,53,57,47,57,65,60,46,41,43,77,89,56,71,62,49,53,66,50,57,57,73,37,58,50,50,67,7,63,37,41,72,54,43,62,66,59,74,68,60,66,89,68,54,23,50,43,68,71,56,50,57,26,55,27,21,55,63,55,45,14,6,57,74,60,62,59,57,62,65,68,55,55
2008-08-01,60,34,34,69,45,42,38,63,52,55,53,68,44,58,65,65,59,54,63,68,56,69,57,54,61,63,31,23,69,62,72,45,57,60,57,63,61,51,27,54,60,52,20,53,61,71,52,55,51,71,55,57,35,62,46,58,40,54,46,53,52,59,60,71,45,29,50,48,43,39,52,84,22,12,25,96,72,60,54,64,63,47,54,58,42,48,73,60,57,55,68,32,64,46,30,46,75,77,63,48,80,58,64,63,60,55,57,54,68,73,53,46,100,60,61,36,55,53,63,53,58,47,58,64,56,34,34,46,82,84,61,71,64,51,63,65,52,54,56,70,37,68,55,53,75,13,66,44,49,71,51,40,60,64,57,72,60,62,67,88,70,57,23,54,63,67,71,54,53,57,37,52,28,66,55,57,61,49,18,100,53,71,52,59,52,53,69,64,61,50,50
2008-09-01,51,39,37,64,41,41,42,52,40,44,50,64,43,49,54,55,58,50,49,59,50,65,58,46,53,58,31,18,60,58,68,40,58,51,49,56,59,54,25,56,61,70,37,58,62,65,54,52,47,77,55,52,33,61,48,58,42,54,50,60,48,55,66,65,40,26,43,47,40,39,52,82,29,14,26,97,68,71,66,48,63,67,75,52,42,46,72,54,50,50,66,31,65,46,39,45,72,81,59,54,77,53,56,64,61,61,58,55,66,70,49,44,24,50,57,32,53,49,59,47,50,44,54,59,48,24,29,42,86,78,59,69,60,47,69,68,59,60,57,71,39,89,46,51,72,22,70,39,55,59,47,39,58,59,49,64,45,62,63,80,60,50,23,47,56,57,58,51,46,51,49,45,24,67,42,51,64,53,18,4,49,63,42,54,43,46,49,57,48,43,47
2008-10-01,50,34,33,64,42,43,71,44,32,39,50,61,44,43,50,47,57,51,42,60,47,65,52,51,55,56,31,19,58,59,67,43,56,54,48,57,60,58,28,58,61,69,47,61,60,68,55,57,51,76,56,53,34,57,50,58,42,53,52,60,49,55,63,64,41,25,43,49,40,40,46,78,0,13,29,90,70,92,70,45,62,84,71,57,47,50,65,57,50,56,63,33,60,53,48,44,73,86,60,58,78,55,60,66,63,58,58,56,63,71,48,52,19,51,54,28,53,49,56,46,47,46,53,57,42,19,26,41,85,78,61,65,59,48,65,68,71,62,56,75,42,95,44,50,73,29,61,31,58,54,49,39,58,59,47,61,46,71,63,77,61,52,22,49,49,52,58,51,50,51,52,49,23,47,36,46,65,54,23,3,47,56,40,53,39,43,41,54,45,43,44
